Review,Liked,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBert_Labels,Albert_Loss,Albert_Logits,Albert_Labels
We are so glad we found this place.,1,"tensor(0.4275, grad_fn=<NllLossBackward>)","tensor([[0.2283, 0.8567]], grad_fn=<AddmmBackward>)",1,"tensor(0.7582, grad_fn=<NllLossBackward>)","tensor([[-1.6216e-05, -1.2609e-01]], grad_fn=<AddmmBackward>)",0,"tensor(0.5679, grad_fn=<NllLossBackward>)","tensor([[-0.0624,  0.2061]], grad_fn=<AddmmBackward>)",1
"Great food and service, huge portions and they give a military discount.",1,"tensor(0.4597, grad_fn=<NllLossBackward>)","tensor([[0.1619, 0.7005]], grad_fn=<AddmmBackward>)",1,"tensor(0.7457, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1032]], grad_fn=<AddmmBackward>)",0,"tensor(0.5184, grad_fn=<NllLossBackward>)","tensor([[-0.1274,  0.2593]], grad_fn=<AddmmBackward>)",1
Always a great time at Dos Gringos!,1,"tensor(0.6144, grad_fn=<NllLossBackward>)","tensor([[0.4543, 0.6185]], grad_fn=<AddmmBackward>)",1,"tensor(0.7433, grad_fn=<NllLossBackward>)","tensor([[ 0.0111, -0.0869]], grad_fn=<AddmmBackward>)",0,"tensor(0.5336, grad_fn=<NllLossBackward>)","tensor([[-0.1594,  0.1901]], grad_fn=<AddmmBackward>)",1
Update.....went back for a second time and it was still just as amazing,1,"tensor(0.4849, grad_fn=<NllLossBackward>)","tensor([[0.2067, 0.6784]], grad_fn=<AddmmBackward>)",1,"tensor(0.7323, grad_fn=<NllLossBackward>)","tensor([[-0.0092, -0.0860]], grad_fn=<AddmmBackward>)",0,"tensor(0.4498, grad_fn=<NllLossBackward>)","tensor([[-0.1823,  0.3835]], grad_fn=<AddmmBackward>)",1
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,"tensor(1.0233, grad_fn=<NllLossBackward>)","tensor([[0.1794, 0.7573]], grad_fn=<AddmmBackward>)",1,"tensor(0.6375, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1135]], grad_fn=<AddmmBackward>)",0,"tensor(0.9377, grad_fn=<NllLossBackward>)","tensor([[-0.0473,  0.3936]], grad_fn=<AddmmBackward>)",1
A great way to finish a great.,1,"tensor(0.4938, grad_fn=<NllLossBackward>)","tensor([[0.3141, 0.7627]], grad_fn=<AddmmBackward>)",1,"tensor(0.7471, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.1089]], grad_fn=<AddmmBackward>)",0,"tensor(0.4346, grad_fn=<NllLossBackward>)","tensor([[-0.2959,  0.3124]], grad_fn=<AddmmBackward>)",1
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1,"tensor(0.4776, grad_fn=<NllLossBackward>)","tensor([[0.1600, 0.6506]], grad_fn=<AddmmBackward>)",1,"tensor(0.7397, grad_fn=<NllLossBackward>)","tensor([[-0.0059, -0.0969]], grad_fn=<AddmmBackward>)",0,"tensor(0.5055, grad_fn=<NllLossBackward>)","tensor([[-0.0265,  0.3923]], grad_fn=<AddmmBackward>)",1
"- Really, really good rice, all the time.",1,"tensor(0.4468, grad_fn=<NllLossBackward>)","tensor([[0.2107, 0.7846]], grad_fn=<AddmmBackward>)",1,"tensor(0.7543, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1235]], grad_fn=<AddmmBackward>)",0,"tensor(0.5769, grad_fn=<NllLossBackward>)","tensor([[-0.0013,  0.2466]], grad_fn=<AddmmBackward>)",1
The service was meh.,0,"tensor(0.7706, grad_fn=<NllLossBackward>)","tensor([[0.4156, 0.5649]], grad_fn=<AddmmBackward>)",1,"tensor(0.6442, grad_fn=<NllLossBackward>)","tensor([[-0.0230, -0.1234]], grad_fn=<AddmmBackward>)",0,"tensor(0.8950, grad_fn=<NllLossBackward>)","tensor([[-0.1169,  0.2529]], grad_fn=<AddmmBackward>)",1
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,"tensor(0.9549, grad_fn=<NllLossBackward>)","tensor([[0.2482, 0.7172]], grad_fn=<AddmmBackward>)",1,"tensor(0.6368, grad_fn=<NllLossBackward>)","tensor([[ 0.0004, -0.1157]], grad_fn=<AddmmBackward>)",0,"tensor(0.9907, grad_fn=<NllLossBackward>)","tensor([[-0.1063,  0.4202]], grad_fn=<AddmmBackward>)",1
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,"tensor(0.9843, grad_fn=<NllLossBackward>)","tensor([[0.2260, 0.7424]], grad_fn=<AddmmBackward>)",1,"tensor(0.6387, grad_fn=<NllLossBackward>)","tensor([[-0.0115, -0.1236]], grad_fn=<AddmmBackward>)",0,"tensor(0.9615, grad_fn=<NllLossBackward>)","tensor([[-0.0582,  0.4216]], grad_fn=<AddmmBackward>)",1
The scallop dish is quite appalling for value as well.,0,"tensor(0.9285, grad_fn=<NllLossBackward>)","tensor([[0.3170, 0.7427]], grad_fn=<AddmmBackward>)",1,"tensor(0.6448, grad_fn=<NllLossBackward>)","tensor([[-0.0120, -0.1111]], grad_fn=<AddmmBackward>)",0,"tensor(1.0228, grad_fn=<NllLossBackward>)","tensor([[-0.1429,  0.4342]], grad_fn=<AddmmBackward>)",1
2 times - Very Bad Customer Service !,0,"tensor(0.8825, grad_fn=<NllLossBackward>)","tensor([[0.3592, 0.7077]], grad_fn=<AddmmBackward>)",1,"tensor(0.6498, grad_fn=<NllLossBackward>)","tensor([[-0.0003, -0.0890]], grad_fn=<AddmmBackward>)",0,"tensor(0.8913, grad_fn=<NllLossBackward>)","tensor([[-0.3154,  0.0481]], grad_fn=<AddmmBackward>)",1
The sweet potato fries were very good and seasoned well.,1,"tensor(0.4414, grad_fn=<NllLossBackward>)","tensor([[0.2086, 0.7977]], grad_fn=<AddmmBackward>)",1,"tensor(0.7474, grad_fn=<NllLossBackward>)","tensor([[-0.0081, -0.1138]], grad_fn=<AddmmBackward>)",0,"tensor(0.4988, grad_fn=<NllLossBackward>)","tensor([[-0.0868,  0.3489]], grad_fn=<AddmmBackward>)",1
Today is the second time I've been to their lunch buffet and it was pretty good.,1,"tensor(0.4968, grad_fn=<NllLossBackward>)","tensor([[0.2127, 0.6535]], grad_fn=<AddmmBackward>)",1,"tensor(0.7540, grad_fn=<NllLossBackward>)","tensor([[-0.0094, -0.1276]], grad_fn=<AddmmBackward>)",0,"tensor(0.5247, grad_fn=<NllLossBackward>)","tensor([[0.0153, 0.3865]], grad_fn=<AddmmBackward>)",1
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,"tensor(1.0327, grad_fn=<NllLossBackward>)","tensor([[0.1987, 0.7913]], grad_fn=<AddmmBackward>)",1,"tensor(0.6448, grad_fn=<NllLossBackward>)","tensor([[-0.0181, -0.1173]], grad_fn=<AddmmBackward>)",0,"tensor(1.0788, grad_fn=<NllLossBackward>)","tensor([[-0.1434,  0.5199]], grad_fn=<AddmmBackward>)",1
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,"tensor(1.0279, grad_fn=<NllLossBackward>)","tensor([[0.1984, 0.7834]], grad_fn=<AddmmBackward>)",1,"tensor(0.6416, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1068]], grad_fn=<AddmmBackward>)",0,"tensor(1.0106, grad_fn=<NllLossBackward>)","tensor([[-0.0706,  0.4874]], grad_fn=<AddmmBackward>)",1
walked in and the place smelled like an old grease trap and only 2 others there eating.,0,"tensor(1.0628, grad_fn=<NllLossBackward>)","tensor([[0.0929, 0.7319]], grad_fn=<AddmmBackward>)",1,"tensor(0.6465, grad_fn=<NllLossBackward>)","tensor([[-0.0145, -0.1101]], grad_fn=<AddmmBackward>)",0,"tensor(0.9115, grad_fn=<NllLossBackward>)","tensor([[0.0687, 0.4663]], grad_fn=<AddmmBackward>)",1
The turkey and roast beef were bland.,0,"tensor(1.0250, grad_fn=<NllLossBackward>)","tensor([[0.2075, 0.7880]], grad_fn=<AddmmBackward>)",1,"tensor(0.6455, grad_fn=<NllLossBackward>)","tensor([[-0.0148, -0.1125]], grad_fn=<AddmmBackward>)",0,"tensor(0.9199, grad_fn=<NllLossBackward>)","tensor([[-0.0974,  0.3141]], grad_fn=<AddmmBackward>)",1
This place has it!,1,"tensor(0.5382, grad_fn=<NllLossBackward>)","tensor([[0.3482, 0.6865]], grad_fn=<AddmmBackward>)",1,"tensor(0.7369, grad_fn=<NllLossBackward>)","tensor([[-0.0050, -0.0907]], grad_fn=<AddmmBackward>)",0,"tensor(0.5013, grad_fn=<NllLossBackward>)","tensor([[-0.2901,  0.1395]], grad_fn=<AddmmBackward>)",1
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,"tensor(0.9442, grad_fn=<NllLossBackward>)","tensor([[0.3242, 0.7757]], grad_fn=<AddmmBackward>)",1,"tensor(0.6301, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1321]], grad_fn=<AddmmBackward>)",0,"tensor(1.0743, grad_fn=<NllLossBackward>)","tensor([[-0.1677,  0.4888]], grad_fn=<AddmmBackward>)",1
I love the Pho and the spring rolls oh so yummy you have to try.,1,"tensor(0.4520, grad_fn=<NllLossBackward>)","tensor([[0.2489, 0.8084]], grad_fn=<AddmmBackward>)",1,"tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[ 0.0067, -0.1198]], grad_fn=<AddmmBackward>)",0,"tensor(0.5245, grad_fn=<NllLossBackward>)","tensor([[-0.0853,  0.2862]], grad_fn=<AddmmBackward>)",1
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,"tensor(1.1347, grad_fn=<NllLossBackward>)","tensor([[0.1275, 0.8743]], grad_fn=<AddmmBackward>)",1,"tensor(0.6399, grad_fn=<NllLossBackward>)","tensor([[-0.0068, -0.1162]], grad_fn=<AddmmBackward>)",0,"tensor(0.9349, grad_fn=<NllLossBackward>)","tensor([[-0.0397,  0.3966]], grad_fn=<AddmmBackward>)",1
All I have to say is the food was amazing!!!,1,"tensor(0.4763, grad_fn=<NllLossBackward>)","tensor([[0.1901, 0.6843]], grad_fn=<AddmmBackward>)",1,"tensor(0.7363, grad_fn=<NllLossBackward>)","tensor([[-0.0021, -0.0866]], grad_fn=<AddmmBackward>)",0,"tensor(0.5965, grad_fn=<NllLossBackward>)","tensor([[-0.0745,  0.1291]], grad_fn=<AddmmBackward>)",1
Omelets are to die for!,1,"tensor(0.4984, grad_fn=<NllLossBackward>)","tensor([[0.3557, 0.7924]], grad_fn=<AddmmBackward>)",1,"tensor(0.7412, grad_fn=<NllLossBackward>)","tensor([[ 0.0015, -0.0923]], grad_fn=<AddmmBackward>)",0,"tensor(0.4941, grad_fn=<NllLossBackward>)","tensor([[-0.2794,  0.1684]], grad_fn=<AddmmBackward>)",1
Everything was fresh and delicious!,1,"tensor(0.4539, grad_fn=<NllLossBackward>)","tensor([[0.2477, 0.8019]], grad_fn=<AddmmBackward>)",1,"tensor(0.7423, grad_fn=<NllLossBackward>)","tensor([[ 0.0048, -0.0913]], grad_fn=<AddmmBackward>)",0,"tensor(0.5103, grad_fn=<NllLossBackward>)","tensor([[-0.2391,  0.1677]], grad_fn=<AddmmBackward>)",1
"In summary, this was a largely disappointing dining experience.",0,"tensor(0.9481, grad_fn=<NllLossBackward>)","tensor([[0.2943, 0.7522]], grad_fn=<AddmmBackward>)",1,"tensor(0.6496, grad_fn=<NllLossBackward>)","tensor([[-0.0174, -0.1065]], grad_fn=<AddmmBackward>)",0,"tensor(1.0166, grad_fn=<NllLossBackward>)","tensor([[-0.3081,  0.2594]], grad_fn=<AddmmBackward>)",1
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1,"tensor(0.4542, grad_fn=<NllLossBackward>)","tensor([[0.1790, 0.7325]], grad_fn=<AddmmBackward>)",1,"tensor(0.7515, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1222]], grad_fn=<AddmmBackward>)",0,"tensor(0.4796, grad_fn=<NllLossBackward>)","tensor([[-0.1543,  0.3311]], grad_fn=<AddmmBackward>)",1
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,"tensor(1.1043, grad_fn=<NllLossBackward>)","tensor([[0.2237, 0.9254]], grad_fn=<AddmmBackward>)",1,"tensor(0.6564, grad_fn=<NllLossBackward>)","tensor([[-0.0067, -0.0817]], grad_fn=<AddmmBackward>)",0,"tensor(1.0193, grad_fn=<NllLossBackward>)","tensor([[-0.2765,  0.2951]], grad_fn=<AddmmBackward>)",1
Best breakfast buffet!!!,1,"tensor(0.4607, grad_fn=<NllLossBackward>)","tensor([[0.2752, 0.8111]], grad_fn=<AddmmBackward>)",1,"tensor(0.7374, grad_fn=<NllLossBackward>)","tensor([[-0.0030, -0.0896]], grad_fn=<AddmmBackward>)",0,"tensor(0.5726, grad_fn=<NllLossBackward>)","tensor([[-0.1173,  0.1403]], grad_fn=<AddmmBackward>)",1
say bye bye to your tip lady!,0,"tensor(0.6881, grad_fn=<NllLossBackward>)","tensor([[0.5353, 0.5251]], grad_fn=<AddmmBackward>)",0,"tensor(0.6458, grad_fn=<NllLossBackward>)","tensor([[ 0.0024, -0.0946]], grad_fn=<AddmmBackward>)",0,"tensor(0.9523, grad_fn=<NllLossBackward>)","tensor([[-0.1474,  0.3173]], grad_fn=<AddmmBackward>)",1
We'll never go again.,0,"tensor(1.0471, grad_fn=<NllLossBackward>)","tensor([[0.2684, 0.8833]], grad_fn=<AddmmBackward>)",1,"tensor(0.6403, grad_fn=<NllLossBackward>)","tensor([[-0.0100, -0.1187]], grad_fn=<AddmmBackward>)",0,"tensor(0.9062, grad_fn=<NllLossBackward>)","tensor([[-0.0962,  0.2924]], grad_fn=<AddmmBackward>)",1
Will be back again!,1,"tensor(0.4920, grad_fn=<NllLossBackward>)","tensor([[0.3215, 0.7748]], grad_fn=<AddmmBackward>)",1,"tensor(0.7382, grad_fn=<NllLossBackward>)","tensor([[ 0.0029, -0.0852]], grad_fn=<AddmmBackward>)",0,"tensor(0.4935, grad_fn=<NllLossBackward>)","tensor([[-0.0695,  0.3799]], grad_fn=<AddmmBackward>)",1
Food arrived quickly!,1,"tensor(0.6931, grad_fn=<NllLossBackward>)","tensor([[0.5303, 0.5303]], grad_fn=<AddmmBackward>)",1,"tensor(0.7391, grad_fn=<NllLossBackward>)","tensor([[ 0.0017, -0.0881]], grad_fn=<AddmmBackward>)",0,"tensor(0.5429, grad_fn=<NllLossBackward>)","tensor([[-0.1502,  0.1769]], grad_fn=<AddmmBackward>)",1
It was not good.,0,"tensor(0.9860, grad_fn=<NllLossBackward>)","tensor([[0.2675, 0.7865]], grad_fn=<AddmmBackward>)",1,"tensor(0.6393, grad_fn=<NllLossBackward>)","tensor([[-0.0053, -0.1161]], grad_fn=<AddmmBackward>)",0,"tensor(0.9144, grad_fn=<NllLossBackward>)","tensor([[-0.1563,  0.2460]], grad_fn=<AddmmBackward>)",1
"On the up side, their cafe serves really good food.",1,"tensor(0.4934, grad_fn=<NllLossBackward>)","tensor([[0.2536, 0.7032]], grad_fn=<AddmmBackward>)",1,"tensor(0.7530, grad_fn=<NllLossBackward>)","tensor([[-0.0138, -0.1301]], grad_fn=<AddmmBackward>)",0,"tensor(0.4975, grad_fn=<NllLossBackward>)","tensor([[-0.0784,  0.3606]], grad_fn=<AddmmBackward>)",1
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,"tensor(0.4413, grad_fn=<NllLossBackward>)","tensor([[0.1845, 0.7737]], grad_fn=<AddmmBackward>)",1,"tensor(0.7385, grad_fn=<NllLossBackward>)","tensor([[ 0.0014, -0.0873]], grad_fn=<AddmmBackward>)",0,"tensor(0.5296, grad_fn=<NllLossBackward>)","tensor([[0.0146, 0.3738]], grad_fn=<AddmmBackward>)",1
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,"tensor(0.4787, grad_fn=<NllLossBackward>)","tensor([[0.2128, 0.7006]], grad_fn=<AddmmBackward>)",1,"tensor(0.7561, grad_fn=<NllLossBackward>)","tensor([[ 0.0054, -0.1168]], grad_fn=<AddmmBackward>)",0,"tensor(0.4519, grad_fn=<NllLossBackward>)","tensor([[-0.0840,  0.4757]], grad_fn=<AddmmBackward>)",1
"Best Buffet in town, for the price you cannot beat it.",1,"tensor(0.4700, grad_fn=<NllLossBackward>)","tensor([[0.2519, 0.7627]], grad_fn=<AddmmBackward>)",1,"tensor(0.7484, grad_fn=<NllLossBackward>)","tensor([[-0.0099, -0.1175]], grad_fn=<AddmmBackward>)",0,"tensor(0.4862, grad_fn=<NllLossBackward>)","tensor([[-0.2197,  0.2485]], grad_fn=<AddmmBackward>)",1
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1,"tensor(0.4046, grad_fn=<NllLossBackward>)","tensor([[0.2062, 0.9021]], grad_fn=<AddmmBackward>)",1,"tensor(0.7473, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1102]], grad_fn=<AddmmBackward>)",0,"tensor(0.4968, grad_fn=<NllLossBackward>)","tensor([[-0.0116,  0.4294]], grad_fn=<AddmmBackward>)",1
This is one of the better buffets that I have been to.,1,"tensor(0.4121, grad_fn=<NllLossBackward>)","tensor([[0.1172, 0.7906]], grad_fn=<AddmmBackward>)",1,"tensor(0.7459, grad_fn=<NllLossBackward>)","tensor([[-0.0166, -0.1195]], grad_fn=<AddmmBackward>)",0,"tensor(0.4981, grad_fn=<NllLossBackward>)","tensor([[-0.0749,  0.3628]], grad_fn=<AddmmBackward>)",1
So we went to Tigerlilly and had a fantastic afternoon!,1,"tensor(0.4493, grad_fn=<NllLossBackward>)","tensor([[0.2336, 0.8006]], grad_fn=<AddmmBackward>)",1,"tensor(0.7434, grad_fn=<NllLossBackward>)","tensor([[ 0.0106, -0.0874]], grad_fn=<AddmmBackward>)",0,"tensor(0.5047, grad_fn=<NllLossBackward>)","tensor([[-0.0566,  0.3641]], grad_fn=<AddmmBackward>)",1
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1,"tensor(0.4391, grad_fn=<NllLossBackward>)","tensor([[0.2219, 0.8173]], grad_fn=<AddmmBackward>)",1,"tensor(0.7442, grad_fn=<NllLossBackward>)","tensor([[ 0.0072, -0.0924]], grad_fn=<AddmmBackward>)",0,"tensor(0.6056, grad_fn=<NllLossBackward>)","tensor([[0.0281, 0.2116]], grad_fn=<AddmmBackward>)",1
The ambience is wonderful and there is music playing.,1,"tensor(0.4390, grad_fn=<NllLossBackward>)","tensor([[0.1982, 0.7940]], grad_fn=<AddmmBackward>)",1,"tensor(0.7516, grad_fn=<NllLossBackward>)","tensor([[-0.0111, -0.1248]], grad_fn=<AddmmBackward>)",0,"tensor(0.5290, grad_fn=<NllLossBackward>)","tensor([[-0.0306,  0.3301]], grad_fn=<AddmmBackward>)",1
Will go back next trip out.,1,"tensor(0.4320, grad_fn=<NllLossBackward>)","tensor([[0.1977, 0.8133]], grad_fn=<AddmmBackward>)",1,"tensor(0.7449, grad_fn=<NllLossBackward>)","tensor([[-0.0066, -0.1076]], grad_fn=<AddmmBackward>)",0,"tensor(0.5244, grad_fn=<NllLossBackward>)","tensor([[-0.0562,  0.3155]], grad_fn=<AddmmBackward>)",1
Sooooo good!!,1,"tensor(0.5843, grad_fn=<NllLossBackward>)","tensor([[0.4092, 0.6402]], grad_fn=<AddmmBackward>)",1,"tensor(0.7393, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.0892]], grad_fn=<AddmmBackward>)",0,"tensor(0.4554, grad_fn=<NllLossBackward>)","tensor([[-0.3905,  0.1597]], grad_fn=<AddmmBackward>)",1
"REAL sushi lovers, let's be honest - Yama is not that good.",0,"tensor(1.0349, grad_fn=<NllLossBackward>)","tensor([[0.2406, 0.8365]], grad_fn=<AddmmBackward>)",1,"tensor(0.6406, grad_fn=<NllLossBackward>)","tensor([[-0.0111, -0.1192]], grad_fn=<AddmmBackward>)",0,"tensor(0.9767, grad_fn=<NllLossBackward>)","tensor([[-0.1195,  0.3846]], grad_fn=<AddmmBackward>)",1
"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0,"tensor(0.9985, grad_fn=<NllLossBackward>)","tensor([[0.2013, 0.7403]], grad_fn=<AddmmBackward>)",1,"tensor(0.6398, grad_fn=<NllLossBackward>)","tensor([[ 0.0010, -0.1086]], grad_fn=<AddmmBackward>)",0,"tensor(0.8980, grad_fn=<NllLossBackward>)","tensor([[-0.0199,  0.3550]], grad_fn=<AddmmBackward>)",1
This is a really fantastic Thai restaurant which is definitely worth a visit.,1,"tensor(0.4411, grad_fn=<NllLossBackward>)","tensor([[0.1900, 0.7798]], grad_fn=<AddmmBackward>)",1,"tensor(0.7495, grad_fn=<NllLossBackward>)","tensor([[-0.0101, -0.1199]], grad_fn=<AddmmBackward>)",0,"tensor(0.5011, grad_fn=<NllLossBackward>)","tensor([[-0.0842,  0.3456]], grad_fn=<AddmmBackward>)",1
"Nice, spicy and tender.",1,"tensor(0.4677, grad_fn=<NllLossBackward>)","tensor([[0.2480, 0.7651]], grad_fn=<AddmmBackward>)",1,"tensor(0.7500, grad_fn=<NllLossBackward>)","tensor([[-0.0059, -0.1165]], grad_fn=<AddmmBackward>)",0,"tensor(0.5147, grad_fn=<NllLossBackward>)","tensor([[-0.2555,  0.1404]], grad_fn=<AddmmBackward>)",1
Good prices.,1,"tensor(0.4179, grad_fn=<NllLossBackward>)","tensor([[0.1727, 0.8289]], grad_fn=<AddmmBackward>)",1,"tensor(0.7490, grad_fn=<NllLossBackward>)","tensor([[-0.0084, -0.1172]], grad_fn=<AddmmBackward>)",0,"tensor(0.4926, grad_fn=<NllLossBackward>)","tensor([[-0.2865,  0.1651]], grad_fn=<AddmmBackward>)",1
Check it out.,1,"tensor(0.4819, grad_fn=<NllLossBackward>)","tensor([[0.2953, 0.7747]], grad_fn=<AddmmBackward>)",1,"tensor(0.7469, grad_fn=<NllLossBackward>)","tensor([[-0.0140, -0.1188]], grad_fn=<AddmmBackward>)",0,"tensor(0.4680, grad_fn=<NllLossBackward>)","tensor([[-0.2339,  0.2823]], grad_fn=<AddmmBackward>)",1
It was pretty gross!,0,"tensor(0.7800, grad_fn=<NllLossBackward>)","tensor([[0.3829, 0.5496]], grad_fn=<AddmmBackward>)",1,"tensor(0.6490, grad_fn=<NllLossBackward>)","tensor([[ 0.0001, -0.0902]], grad_fn=<AddmmBackward>)",0,"tensor(0.8921, grad_fn=<NllLossBackward>)","tensor([[-0.1731,  0.1917]], grad_fn=<AddmmBackward>)",1
I've had better atmosphere.,0,"tensor(1.0539, grad_fn=<NllLossBackward>)","tensor([[0.2267, 0.8520]], grad_fn=<AddmmBackward>)",1,"tensor(0.6426, grad_fn=<NllLossBackward>)","tensor([[-0.0147, -0.1185]], grad_fn=<AddmmBackward>)",0,"tensor(0.9296, grad_fn=<NllLossBackward>)","tensor([[-0.1075,  0.3200]], grad_fn=<AddmmBackward>)",1
Kind of hard to mess up a steak but they did.,0,"tensor(1.0309, grad_fn=<NllLossBackward>)","tensor([[0.1853, 0.7750]], grad_fn=<AddmmBackward>)",1,"tensor(0.6409, grad_fn=<NllLossBackward>)","tensor([[-0.0097, -0.1171]], grad_fn=<AddmmBackward>)",0,"tensor(0.9423, grad_fn=<NllLossBackward>)","tensor([[-0.1406,  0.3079]], grad_fn=<AddmmBackward>)",1
"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,"tensor(0.9734, grad_fn=<NllLossBackward>)","tensor([[0.2256, 0.7245]], grad_fn=<AddmmBackward>)",1,"tensor(0.6424, grad_fn=<NllLossBackward>)","tensor([[-0.0193, -0.1236]], grad_fn=<AddmmBackward>)",0,"tensor(0.9546, grad_fn=<NllLossBackward>)","tensor([[-0.0784,  0.3902]], grad_fn=<AddmmBackward>)",1
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0,"tensor(1.0258, grad_fn=<NllLossBackward>)","tensor([[0.1998, 0.7816]], grad_fn=<AddmmBackward>)",1,"tensor(0.6440, grad_fn=<NllLossBackward>)","tensor([[-0.0168, -0.1175]], grad_fn=<AddmmBackward>)",0,"tensor(1.0096, grad_fn=<NllLossBackward>)","tensor([[-0.1058,  0.4506]], grad_fn=<AddmmBackward>)",1
"Worst service to boot, but that is the least of their worries.",0,"tensor(0.8841, grad_fn=<NllLossBackward>)","tensor([[0.3709, 0.7222]], grad_fn=<AddmmBackward>)",1,"tensor(0.6497, grad_fn=<NllLossBackward>)","tensor([[-0.0154, -0.1044]], grad_fn=<AddmmBackward>)",0,"tensor(1.0063, grad_fn=<NllLossBackward>)","tensor([[-0.1945,  0.3569]], grad_fn=<AddmmBackward>)",1
Service was fine and the waitress was friendly.,1,"tensor(0.4378, grad_fn=<NllLossBackward>)","tensor([[0.1653, 0.7645]], grad_fn=<AddmmBackward>)",1,"tensor(0.7483, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1122]], grad_fn=<AddmmBackward>)",0,"tensor(0.5820, grad_fn=<NllLossBackward>)","tensor([[0.0033, 0.2396]], grad_fn=<AddmmBackward>)",1
