Review,Liked,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
I won't be back.,0,"tensor(0.6247, grad_fn=<NllLossBackward>)","tensor([[-0.0209,  0.1210]], grad_fn=<AddmmBackward>)","tensor(0.7225, grad_fn=<NllLossBackward>)","tensor([[0.0837, 0.0258]], grad_fn=<AddmmBackward>)"
They have great dinners.,1,"tensor(0.6857, grad_fn=<NllLossBackward>)","tensor([[0.0479, 0.0628]], grad_fn=<AddmmBackward>)","tensor(0.7256, grad_fn=<NllLossBackward>)","tensor([[0.0917, 0.0279]], grad_fn=<AddmmBackward>)"
The service was outshining & I definitely recommend the Halibut.,1,"tensor(0.6196, grad_fn=<NllLossBackward>)","tensor([[0.0044, 0.1573]], grad_fn=<AddmmBackward>)","tensor(0.7244, grad_fn=<NllLossBackward>)","tensor([[0.0823, 0.0207]], grad_fn=<AddmmBackward>)"
The food was terrible.,0,"tensor(0.6844, grad_fn=<NllLossBackward>)","tensor([[0.0438, 0.0614]], grad_fn=<AddmmBackward>)","tensor(0.7238, grad_fn=<NllLossBackward>)","tensor([[0.0810, 0.0206]], grad_fn=<AddmmBackward>)"
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,"tensor(0.7179, grad_fn=<NllLossBackward>)","tensor([[0.0813, 0.0324]], grad_fn=<AddmmBackward>)","tensor(0.7214, grad_fn=<NllLossBackward>)","tensor([[0.0832, 0.0275]], grad_fn=<AddmmBackward>)"
I don't recommend unless your car breaks down in front of it and you are starving.,0,"tensor(0.7373, grad_fn=<NllLossBackward>)","tensor([[0.1232, 0.0367]], grad_fn=<AddmmBackward>)","tensor(0.7258, grad_fn=<NllLossBackward>)","tensor([[0.0828, 0.0185]], grad_fn=<AddmmBackward>)"
I will come back here every time I'm in Vegas.,1,"tensor(0.6692, grad_fn=<NllLossBackward>)","tensor([[0.0116, 0.0602]], grad_fn=<AddmmBackward>)","tensor(0.7259, grad_fn=<NllLossBackward>)","tensor([[0.0878, 0.0233]], grad_fn=<AddmmBackward>)"
This place deserves one star and 90% has to do with the food.,0,"tensor(0.7032, grad_fn=<NllLossBackward>)","tensor([[ 0.0092, -0.0108]], grad_fn=<AddmmBackward>)","tensor(0.7246, grad_fn=<NllLossBackward>)","tensor([[0.0850, 0.0231]], grad_fn=<AddmmBackward>)"
This is a disgrace.,0,"tensor(0.7081, grad_fn=<NllLossBackward>)","tensor([[ 0.0289, -0.0008]], grad_fn=<AddmmBackward>)","tensor(0.7225, grad_fn=<NllLossBackward>)","tensor([[0.0847, 0.0268]], grad_fn=<AddmmBackward>)"
Def coming back to bowl next time,1,"tensor(0.6961, grad_fn=<NllLossBackward>)","tensor([[0.0661, 0.0603]], grad_fn=<AddmmBackward>)","tensor(0.7059, grad_fn=<NllLossBackward>)","tensor([[0.0705, 0.0452]], grad_fn=<AddmmBackward>)"
"If you want healthy authentic or ethic food, try this place.",1,"tensor(0.6787, grad_fn=<NllLossBackward>)","tensor([[0.0715, 0.1006]], grad_fn=<AddmmBackward>)","tensor(0.7229, grad_fn=<NllLossBackward>)","tensor([[0.0778, 0.0191]], grad_fn=<AddmmBackward>)"
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,"tensor(0.7227, grad_fn=<NllLossBackward>)","tensor([[0.1345, 0.0762]], grad_fn=<AddmmBackward>)","tensor(0.7257, grad_fn=<NllLossBackward>)","tensor([[0.0885, 0.0244]], grad_fn=<AddmmBackward>)"
"I have been here several times in the past, and the experience has always been great.",1,"tensor(0.7592, grad_fn=<NllLossBackward>)","tensor([[ 0.0840, -0.0440]], grad_fn=<AddmmBackward>)","tensor(0.7361, grad_fn=<NllLossBackward>)","tensor([[0.0965, 0.0124]], grad_fn=<AddmmBackward>)"
We walked away stuffed and happy about our first Vegas buffet experience.,1,"tensor(0.6182, grad_fn=<NllLossBackward>)","tensor([[-0.0171,  0.1389]], grad_fn=<AddmmBackward>)","tensor(0.7240, grad_fn=<NllLossBackward>)","tensor([[0.0823, 0.0216]], grad_fn=<AddmmBackward>)"
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,"tensor(0.6687, grad_fn=<NllLossBackward>)","tensor([[0.0552, 0.1046]], grad_fn=<AddmmBackward>)","tensor(0.7235, grad_fn=<NllLossBackward>)","tensor([[0.0810, 0.0212]], grad_fn=<AddmmBackward>)"
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,"tensor(0.6773, grad_fn=<NllLossBackward>)","tensor([[0.0661, 0.0980]], grad_fn=<AddmmBackward>)","tensor(0.7245, grad_fn=<NllLossBackward>)","tensor([[0.0833, 0.0216]], grad_fn=<AddmmBackward>)"
I'm probably one of the few people to ever go to Ians and not like it.,0,"tensor(0.6207, grad_fn=<NllLossBackward>)","tensor([[0.0138, 0.1644]], grad_fn=<AddmmBackward>)","tensor(0.7200, grad_fn=<NllLossBackward>)","tensor([[0.0765, 0.0236]], grad_fn=<AddmmBackward>)"
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,"tensor(0.6190, grad_fn=<NllLossBackward>)","tensor([[0.0129, 0.1671]], grad_fn=<AddmmBackward>)","tensor(0.7060, grad_fn=<NllLossBackward>)","tensor([[0.0729, 0.0473]], grad_fn=<AddmmBackward>)"
Service is perfect and the family atmosphere is nice to see.,1,"tensor(0.7026, grad_fn=<NllLossBackward>)","tensor([[0.1045, 0.0857]], grad_fn=<AddmmBackward>)","tensor(0.7199, grad_fn=<NllLossBackward>)","tensor([[0.0799, 0.0272]], grad_fn=<AddmmBackward>)"
Cooked to perfection and the service was impeccable.,1,"tensor(0.7193, grad_fn=<NllLossBackward>)","tensor([[0.0915, 0.0399]], grad_fn=<AddmmBackward>)","tensor(0.7213, grad_fn=<NllLossBackward>)","tensor([[0.0762, 0.0207]], grad_fn=<AddmmBackward>)"
This one is simply a disappointment.,0,"tensor(0.6679, grad_fn=<NllLossBackward>)","tensor([[0.0065, 0.0576]], grad_fn=<AddmmBackward>)","tensor(0.7215, grad_fn=<NllLossBackward>)","tensor([[0.0900, 0.0340]], grad_fn=<AddmmBackward>)"
"Overall, I was very disappointed with the quality of food at Bouchon.",0,"tensor(0.6733, grad_fn=<NllLossBackward>)","tensor([[0.0827, 0.1228]], grad_fn=<AddmmBackward>)","tensor(0.7214, grad_fn=<NllLossBackward>)","tensor([[0.0741, 0.0184]], grad_fn=<AddmmBackward>)"
I don't have to be an accountant to know I'm getting screwed!,0,"tensor(0.7097, grad_fn=<NllLossBackward>)","tensor([[0.0586, 0.0258]], grad_fn=<AddmmBackward>)","tensor(0.7092, grad_fn=<NllLossBackward>)","tensor([[0.0714, 0.0395]], grad_fn=<AddmmBackward>)"
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,"tensor(0.6396, grad_fn=<NllLossBackward>)","tensor([[0.0334, 0.1436]], grad_fn=<AddmmBackward>)","tensor(0.7227, grad_fn=<NllLossBackward>)","tensor([[0.0826, 0.0243]], grad_fn=<AddmmBackward>)"
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,"tensor(0.7086, grad_fn=<NllLossBackward>)","tensor([[0.0953, 0.0647]], grad_fn=<AddmmBackward>)","tensor(0.7401, grad_fn=<NllLossBackward>)","tensor([[0.0975, 0.0057]], grad_fn=<AddmmBackward>)"
Left very frustrated.,0,"tensor(0.6730, grad_fn=<NllLossBackward>)","tensor([[0.0220, 0.0627]], grad_fn=<AddmmBackward>)","tensor(0.7204, grad_fn=<NllLossBackward>)","tensor([[0.0755, 0.0216]], grad_fn=<AddmmBackward>)"
I'll definitely be in soon again.,1,"tensor(0.6558, grad_fn=<NllLossBackward>)","tensor([[0.0065, 0.0826]], grad_fn=<AddmmBackward>)","tensor(0.7167, grad_fn=<NllLossBackward>)","tensor([[0.0809, 0.0342]], grad_fn=<AddmmBackward>)"
Food was really good and I got full petty fast.,1,"tensor(0.7217, grad_fn=<NllLossBackward>)","tensor([[0.0737, 0.0173]], grad_fn=<AddmmBackward>)","tensor(0.7206, grad_fn=<NllLossBackward>)","tensor([[0.0795, 0.0253]], grad_fn=<AddmmBackward>)"
Service was fantastic.,1,"tensor(0.6999, grad_fn=<NllLossBackward>)","tensor([[0.0876, 0.0740]], grad_fn=<AddmmBackward>)","tensor(0.7175, grad_fn=<NllLossBackward>)","tensor([[0.0757, 0.0276]], grad_fn=<AddmmBackward>)"
TOTAL WASTE OF TIME.,0,"tensor(0.7362, grad_fn=<NllLossBackward>)","tensor([[ 0.0578, -0.0266]], grad_fn=<AddmmBackward>)","tensor(0.7240, grad_fn=<NllLossBackward>)","tensor([[0.0838, 0.0230]], grad_fn=<AddmmBackward>)"
I don't know what kind it is but they have the best iced tea.,1,"tensor(0.6646, grad_fn=<NllLossBackward>)","tensor([[0.0368, 0.0948]], grad_fn=<AddmmBackward>)","tensor(0.7282, grad_fn=<NllLossBackward>)","tensor([[0.0937, 0.0247]], grad_fn=<AddmmBackward>)"
"Come hungry, leave happy and stuffed!",1,"tensor(0.6721, grad_fn=<NllLossBackward>)","tensor([[0.0846, 0.1271]], grad_fn=<AddmmBackward>)","tensor(0.7052, grad_fn=<NllLossBackward>)","tensor([[0.0682, 0.0442]], grad_fn=<AddmmBackward>)"
"For service, I give them no stars.",0,"tensor(0.6679, grad_fn=<NllLossBackward>)","tensor([[0.0254, 0.0766]], grad_fn=<AddmmBackward>)","tensor(0.7149, grad_fn=<NllLossBackward>)","tensor([[0.0828, 0.0398]], grad_fn=<AddmmBackward>)"
I can assure you that you won't be disappointed.,1,"tensor(0.6829, grad_fn=<NllLossBackward>)","tensor([[0.0309, 0.0514]], grad_fn=<AddmmBackward>)","tensor(0.7243, grad_fn=<NllLossBackward>)","tensor([[0.0771, 0.0157]], grad_fn=<AddmmBackward>)"
I can take a little bad service but the food sucks.,0,"tensor(0.6678, grad_fn=<NllLossBackward>)","tensor([[0.0231, 0.0743]], grad_fn=<AddmmBackward>)","tensor(0.7247, grad_fn=<NllLossBackward>)","tensor([[0.0809, 0.0187]], grad_fn=<AddmmBackward>)"
Gave up trying to eat any of the crust (teeth still sore).,0,"tensor(0.7013, grad_fn=<NllLossBackward>)","tensor([[0.1202, 0.1040]], grad_fn=<AddmmBackward>)","tensor(0.7026, grad_fn=<NllLossBackward>)","tensor([[0.0702, 0.0513]], grad_fn=<AddmmBackward>)"
But now I was completely grossed out.,0,"tensor(0.6504, grad_fn=<NllLossBackward>)","tensor([[0.0213, 0.1088]], grad_fn=<AddmmBackward>)","tensor(0.7242, grad_fn=<NllLossBackward>)","tensor([[0.0864, 0.0252]], grad_fn=<AddmmBackward>)"
I really enjoyed eating here.,1,"tensor(0.7310, grad_fn=<NllLossBackward>)","tensor([[0.1297, 0.0554]], grad_fn=<AddmmBackward>)","tensor(0.7303, grad_fn=<NllLossBackward>)","tensor([[0.0870, 0.0141]], grad_fn=<AddmmBackward>)"
First time going but I think I will quickly become a regular.,1,"tensor(0.6677, grad_fn=<NllLossBackward>)","tensor([[0.0170, 0.0685]], grad_fn=<AddmmBackward>)","tensor(0.7284, grad_fn=<NllLossBackward>)","tensor([[0.0901, 0.0209]], grad_fn=<AddmmBackward>)"
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,"tensor(0.6425, grad_fn=<NllLossBackward>)","tensor([[0.0252, 0.1292]], grad_fn=<AddmmBackward>)","tensor(0.7202, grad_fn=<NllLossBackward>)","tensor([[0.0800, 0.0267]], grad_fn=<AddmmBackward>)"
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,"tensor(0.7054, grad_fn=<NllLossBackward>)","tensor([[0.0866, 0.0622]], grad_fn=<AddmmBackward>)","tensor(0.7294, grad_fn=<NllLossBackward>)","tensor([[0.0883, 0.0171]], grad_fn=<AddmmBackward>)"
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,"tensor(0.6891, grad_fn=<NllLossBackward>)","tensor([[0.1528, 0.1609]], grad_fn=<AddmmBackward>)","tensor(0.7162, grad_fn=<NllLossBackward>)","tensor([[0.0746, 0.0289]], grad_fn=<AddmmBackward>)"
"Furthermore, you can't even find hours of operation on the website!",0,"tensor(0.6283, grad_fn=<NllLossBackward>)","tensor([[-0.0116,  0.1225]], grad_fn=<AddmmBackward>)","tensor(0.7021, grad_fn=<NllLossBackward>)","tensor([[0.0656, 0.0477]], grad_fn=<AddmmBackward>)"
We've tried to like this place but after 10+ times I think we're done with them.,0,"tensor(0.7079, grad_fn=<NllLossBackward>)","tensor([[0.0789, 0.0497]], grad_fn=<AddmmBackward>)","tensor(0.7280, grad_fn=<NllLossBackward>)","tensor([[0.0953, 0.0267]], grad_fn=<AddmmBackward>)"
What a mistake that was!,0,"tensor(0.6225, grad_fn=<NllLossBackward>)","tensor([[-0.0420,  0.1047]], grad_fn=<AddmmBackward>)","tensor(0.7023, grad_fn=<NllLossBackward>)","tensor([[0.0742, 0.0561]], grad_fn=<AddmmBackward>)"
No complaints!,1,"tensor(0.6138, grad_fn=<NllLossBackward>)","tensor([[-0.0464,  0.1191]], grad_fn=<AddmmBackward>)","tensor(0.7034, grad_fn=<NllLossBackward>)","tensor([[0.0687, 0.0483]], grad_fn=<AddmmBackward>)"
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,"tensor(0.7007, grad_fn=<NllLossBackward>)","tensor([[0.0909, 0.0758]], grad_fn=<AddmmBackward>)","tensor(0.7299, grad_fn=<NllLossBackward>)","tensor([[0.0875, 0.0154]], grad_fn=<AddmmBackward>)"
Waiter was a jerk.,0,"tensor(0.7399, grad_fn=<NllLossBackward>)","tensor([[ 0.0796, -0.0119]], grad_fn=<AddmmBackward>)","tensor(0.7261, grad_fn=<NllLossBackward>)","tensor([[0.0853, 0.0205]], grad_fn=<AddmmBackward>)"
"Strike 2, who wants to be rushed.",0,"tensor(0.6485, grad_fn=<NllLossBackward>)","tensor([[-0.0263,  0.0650]], grad_fn=<AddmmBackward>)","tensor(0.7216, grad_fn=<NllLossBackward>)","tensor([[0.0886, 0.0325]], grad_fn=<AddmmBackward>)"
These are the nicest restaurant owners I've ever come across.,1,"tensor(0.7388, grad_fn=<NllLossBackward>)","tensor([[0.1622, 0.0729]], grad_fn=<AddmmBackward>)","tensor(0.7260, grad_fn=<NllLossBackward>)","tensor([[0.0799, 0.0153]], grad_fn=<AddmmBackward>)"
I never come again.,0,"tensor(0.6759, grad_fn=<NllLossBackward>)","tensor([[0.0043, 0.0392]], grad_fn=<AddmmBackward>)","tensor(0.7274, grad_fn=<NllLossBackward>)","tensor([[0.0945, 0.0271]], grad_fn=<AddmmBackward>)"
We loved the biscuits!!!,1,"tensor(0.6265, grad_fn=<NllLossBackward>)","tensor([[-0.0291,  0.1090]], grad_fn=<AddmmBackward>)","tensor(0.7036, grad_fn=<NllLossBackward>)","tensor([[0.0734, 0.0527]], grad_fn=<AddmmBackward>)"
Service is quick and friendly.,1,"tensor(0.7459, grad_fn=<NllLossBackward>)","tensor([[0.1470, 0.0441]], grad_fn=<AddmmBackward>)","tensor(0.7200, grad_fn=<NllLossBackward>)","tensor([[0.0799, 0.0268]], grad_fn=<AddmmBackward>)"
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,"tensor(0.6161, grad_fn=<NllLossBackward>)","tensor([[-0.0402,  0.1204]], grad_fn=<AddmmBackward>)","tensor(0.7260, grad_fn=<NllLossBackward>)","tensor([[0.0873, 0.0226]], grad_fn=<AddmmBackward>)"
So absolutley fantastic.,1,"tensor(0.6372, grad_fn=<NllLossBackward>)","tensor([[-0.0236,  0.0916]], grad_fn=<AddmmBackward>)","tensor(0.7190, grad_fn=<NllLossBackward>)","tensor([[0.0816, 0.0306]], grad_fn=<AddmmBackward>)"
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,"tensor(0.5872, grad_fn=<NllLossBackward>)","tensor([[0.0087, 0.2331]], grad_fn=<AddmmBackward>)","tensor(0.7146, grad_fn=<NllLossBackward>)","tensor([[0.0715, 0.0291]], grad_fn=<AddmmBackward>)"
definitely will come back here again.,1,"tensor(0.6133, grad_fn=<NllLossBackward>)","tensor([[-0.0465,  0.1203]], grad_fn=<AddmmBackward>)","tensor(0.7204, grad_fn=<NllLossBackward>)","tensor([[0.0833, 0.0294]], grad_fn=<AddmmBackward>)"
I like Steiners because it's dark and it feels like a bar.,1,"tensor(0.6600, grad_fn=<NllLossBackward>)","tensor([[0.0638, 0.1312]], grad_fn=<AddmmBackward>)","tensor(0.7330, grad_fn=<NllLossBackward>)","tensor([[0.0936, 0.0154]], grad_fn=<AddmmBackward>)"
Wow very spicy but delicious.,1,"tensor(0.7365, grad_fn=<NllLossBackward>)","tensor([[ 0.0782, -0.0067]], grad_fn=<AddmmBackward>)","tensor(0.7264, grad_fn=<NllLossBackward>)","tensor([[0.0885, 0.0230]], grad_fn=<AddmmBackward>)"
"If you're not familiar, check it out.",1,"tensor(0.7059, grad_fn=<NllLossBackward>)","tensor([[0.0640, 0.0385]], grad_fn=<AddmmBackward>)","tensor(0.7251, grad_fn=<NllLossBackward>)","tensor([[0.0855, 0.0225]], grad_fn=<AddmmBackward>)"
I'll take my business dinner dollars elsewhere.,0,"tensor(0.6116, grad_fn=<NllLossBackward>)","tensor([[0.0168, 0.1871]], grad_fn=<AddmmBackward>)","tensor(0.7149, grad_fn=<NllLossBackward>)","tensor([[0.0733, 0.0302]], grad_fn=<AddmmBackward>)"
I'd love to go back.,1,"tensor(0.6309, grad_fn=<NllLossBackward>)","tensor([[0.0204, 0.1491]], grad_fn=<AddmmBackward>)","tensor(0.7220, grad_fn=<NllLossBackward>)","tensor([[0.0859, 0.0291]], grad_fn=<AddmmBackward>)"
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,"tensor(0.6447, grad_fn=<NllLossBackward>)","tensor([[0.0395, 0.1389]], grad_fn=<AddmmBackward>)","tensor(0.7371, grad_fn=<NllLossBackward>)","tensor([[0.0963, 0.0103]], grad_fn=<AddmmBackward>)"
Nothing special.,0,"tensor(0.6498, grad_fn=<NllLossBackward>)","tensor([[-0.0295,  0.0592]], grad_fn=<AddmmBackward>)","tensor(0.7217, grad_fn=<NllLossBackward>)","tensor([[0.0885, 0.0322]], grad_fn=<AddmmBackward>)"
Each day of the week they have a different deal and it's all so delicious!,1,"tensor(0.6708, grad_fn=<NllLossBackward>)","tensor([[0.0613, 0.1064]], grad_fn=<AddmmBackward>)","tensor(0.7014, grad_fn=<NllLossBackward>)","tensor([[0.0644, 0.0481]], grad_fn=<AddmmBackward>)"
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,"tensor(0.7077, grad_fn=<NllLossBackward>)","tensor([[0.0870, 0.0580]], grad_fn=<AddmmBackward>)","tensor(0.7011, grad_fn=<NllLossBackward>)","tensor([[0.0658, 0.0500]], grad_fn=<AddmmBackward>)"
Will not be back.,0,"tensor(0.7474, grad_fn=<NllLossBackward>)","tensor([[0.1101, 0.0044]], grad_fn=<AddmmBackward>)","tensor(0.7148, grad_fn=<NllLossBackward>)","tensor([[0.0828, 0.0399]], grad_fn=<AddmmBackward>)"
Sauce was tasteless.,0,"tensor(0.7363, grad_fn=<NllLossBackward>)","tensor([[0.1116, 0.0271]], grad_fn=<AddmmBackward>)","tensor(0.7197, grad_fn=<NllLossBackward>)","tensor([[0.0814, 0.0291]], grad_fn=<AddmmBackward>)"
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,"tensor(0.6705, grad_fn=<NllLossBackward>)","tensor([[0.0787, 0.1246]], grad_fn=<AddmmBackward>)","tensor(0.7276, grad_fn=<NllLossBackward>)","tensor([[0.0813, 0.0137]], grad_fn=<AddmmBackward>)"
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,"tensor(0.6796, grad_fn=<NllLossBackward>)","tensor([[0.0569, 0.0842]], grad_fn=<AddmmBackward>)","tensor(0.7290, grad_fn=<NllLossBackward>)","tensor([[0.0796, 0.0091]], grad_fn=<AddmmBackward>)"
I don't think we'll be going back anytime soon.,0,"tensor(0.6522, grad_fn=<NllLossBackward>)","tensor([[0.0398, 0.1235]], grad_fn=<AddmmBackward>)","tensor(0.7232, grad_fn=<NllLossBackward>)","tensor([[0.0898, 0.0305]], grad_fn=<AddmmBackward>)"
Food was so gooodd.,1,"tensor(0.7476, grad_fn=<NllLossBackward>)","tensor([[ 0.0959, -0.0102]], grad_fn=<AddmmBackward>)","tensor(0.7210, grad_fn=<NllLossBackward>)","tensor([[0.0850, 0.0302]], grad_fn=<AddmmBackward>)"
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,"tensor(0.6745, grad_fn=<NllLossBackward>)","tensor([[0.0654, 0.1030]], grad_fn=<AddmmBackward>)","tensor(0.7320, grad_fn=<NllLossBackward>)","tensor([[0.0857, 0.0094]], grad_fn=<AddmmBackward>)"
I was so insulted.,0,"tensor(0.6989, grad_fn=<NllLossBackward>)","tensor([[ 0.0044, -0.0070]], grad_fn=<AddmmBackward>)","tensor(0.7220, grad_fn=<NllLossBackward>)","tensor([[0.0820, 0.0252]], grad_fn=<AddmmBackward>)"
The last 3 times I had lunch here has been bad.,0,"tensor(0.6779, grad_fn=<NllLossBackward>)","tensor([[0.0733, 0.1040]], grad_fn=<AddmmBackward>)","tensor(0.7416, grad_fn=<NllLossBackward>)","tensor([[0.1039, 0.0091]], grad_fn=<AddmmBackward>)"
The chicken wings contained the driest chicken meat I have ever eaten.,0,"tensor(0.6719, grad_fn=<NllLossBackward>)","tensor([[0.0405, 0.0834]], grad_fn=<AddmmBackward>)","tensor(0.7279, grad_fn=<NllLossBackward>)","tensor([[0.0799, 0.0116]], grad_fn=<AddmmBackward>)"
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,"tensor(0.6810, grad_fn=<NllLossBackward>)","tensor([[0.0823, 0.1068]], grad_fn=<AddmmBackward>)","tensor(0.7261, grad_fn=<NllLossBackward>)","tensor([[0.0772, 0.0124]], grad_fn=<AddmmBackward>)"
Nargile - I think you are great.,1,"tensor(0.6448, grad_fn=<NllLossBackward>)","tensor([[0.0281, 0.1272]], grad_fn=<AddmmBackward>)","tensor(0.7173, grad_fn=<NllLossBackward>)","tensor([[0.0765, 0.0287]], grad_fn=<AddmmBackward>)"
Best tater tots in the southwest.,1,"tensor(0.7466, grad_fn=<NllLossBackward>)","tensor([[0.1278, 0.0237]], grad_fn=<AddmmBackward>)","tensor(0.7201, grad_fn=<NllLossBackward>)","tensor([[0.0773, 0.0242]], grad_fn=<AddmmBackward>)"
We loved the place.,1,"tensor(0.6301, grad_fn=<NllLossBackward>)","tensor([[-0.0122,  0.1181]], grad_fn=<AddmmBackward>)","tensor(0.7246, grad_fn=<NllLossBackward>)","tensor([[0.0905, 0.0286]], grad_fn=<AddmmBackward>)"
Definitely not worth the $3 I paid.,0,"tensor(0.6341, grad_fn=<NllLossBackward>)","tensor([[-0.0029,  0.1190]], grad_fn=<AddmmBackward>)","tensor(0.7211, grad_fn=<NllLossBackward>)","tensor([[0.0772, 0.0221]], grad_fn=<AddmmBackward>)"
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,"tensor(0.7090, grad_fn=<NllLossBackward>)","tensor([[0.0742, 0.0429]], grad_fn=<AddmmBackward>)","tensor(0.7237, grad_fn=<NllLossBackward>)","tensor([[0.0820, 0.0219]], grad_fn=<AddmmBackward>)"
Im in AZ all the time and now have my new spot.,1,"tensor(0.7981, grad_fn=<NllLossBackward>)","tensor([[ 0.1233, -0.0767]], grad_fn=<AddmmBackward>)","tensor(0.7249, grad_fn=<NllLossBackward>)","tensor([[0.0981, 0.0355]], grad_fn=<AddmmBackward>)"
The manager was the worst.,0,"tensor(0.5959, grad_fn=<NllLossBackward>)","tensor([[-0.0597,  0.1453]], grad_fn=<AddmmBackward>)","tensor(0.7146, grad_fn=<NllLossBackward>)","tensor([[0.0756, 0.0331]], grad_fn=<AddmmBackward>)"
The inside is really quite nice and very clean.,1,"tensor(0.6999, grad_fn=<NllLossBackward>)","tensor([[0.0662, 0.0526]], grad_fn=<AddmmBackward>)","tensor(0.7260, grad_fn=<NllLossBackward>)","tensor([[0.0766, 0.0120]], grad_fn=<AddmmBackward>)"
The food was outstanding and the prices were very reasonable.,1,"tensor(0.6724, grad_fn=<NllLossBackward>)","tensor([[0.1018, 0.1438]], grad_fn=<AddmmBackward>)","tensor(0.7195, grad_fn=<NllLossBackward>)","tensor([[0.0733, 0.0212]], grad_fn=<AddmmBackward>)"
I don't think I'll be running back to Carly's anytime soon for food.,0,"tensor(0.6571, grad_fn=<NllLossBackward>)","tensor([[0.0607, 0.1342]], grad_fn=<AddmmBackward>)","tensor(0.7245, grad_fn=<NllLossBackward>)","tensor([[0.0854, 0.0238]], grad_fn=<AddmmBackward>)"
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,"tensor(0.6394, grad_fn=<NllLossBackward>)","tensor([[-0.0006,  0.1099]], grad_fn=<AddmmBackward>)","tensor(0.7223, grad_fn=<NllLossBackward>)","tensor([[0.0942, 0.0367]], grad_fn=<AddmmBackward>)"
"Love the margaritas, too!",1,"tensor(0.6893, grad_fn=<NllLossBackward>)","tensor([[0.0543, 0.0620]], grad_fn=<AddmmBackward>)","tensor(0.7008, grad_fn=<NllLossBackward>)","tensor([[0.0626, 0.0474]], grad_fn=<AddmmBackward>)"
This was my first and only Vegas buffet and it did not disappoint.,1,"tensor(0.6409, grad_fn=<NllLossBackward>)","tensor([[0.0072, 0.1145]], grad_fn=<AddmmBackward>)","tensor(0.7398, grad_fn=<NllLossBackward>)","tensor([[0.1004, 0.0092]], grad_fn=<AddmmBackward>)"
"Very good, though!",1,"tensor(0.6763, grad_fn=<NllLossBackward>)","tensor([[0.0235, 0.0574]], grad_fn=<AddmmBackward>)","tensor(0.7031, grad_fn=<NllLossBackward>)","tensor([[0.0694, 0.0496]], grad_fn=<AddmmBackward>)"
The one down note is the ventilation could use some upgrading.,0,"tensor(0.6710, grad_fn=<NllLossBackward>)","tensor([[0.0255, 0.0702]], grad_fn=<AddmmBackward>)","tensor(0.7193, grad_fn=<NllLossBackward>)","tensor([[0.0827, 0.0311]], grad_fn=<AddmmBackward>)"
Great pork sandwich.,1,"tensor(0.7456, grad_fn=<NllLossBackward>)","tensor([[ 0.1018, -0.0004]], grad_fn=<AddmmBackward>)","tensor(0.7203, grad_fn=<NllLossBackward>)","tensor([[0.0801, 0.0264]], grad_fn=<AddmmBackward>)"
Don't waste your time here.,0,"tensor(0.6775, grad_fn=<NllLossBackward>)","tensor([[0.0590, 0.0906]], grad_fn=<AddmmBackward>)","tensor(0.7188, grad_fn=<NllLossBackward>)","tensor([[0.0817, 0.0309]], grad_fn=<AddmmBackward>)"
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,"tensor(0.6444, grad_fn=<NllLossBackward>)","tensor([[-0.0062,  0.0937]], grad_fn=<AddmmBackward>)","tensor(0.7236, grad_fn=<NllLossBackward>)","tensor([[0.0825, 0.0225]], grad_fn=<AddmmBackward>)"
"Third, the cheese on my friend's burger was cold.",0,"tensor(0.7549, grad_fn=<NllLossBackward>)","tensor([[ 0.0884, -0.0315]], grad_fn=<AddmmBackward>)","tensor(0.7264, grad_fn=<NllLossBackward>)","tensor([[0.0833, 0.0180]], grad_fn=<AddmmBackward>)"
